# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cpu_core/cycles/'
# Event count (approx.): 3777751798
#
# Overhead  Command  Shared Object      Symbol                                                                                                 
# ........  .......  .................  .......................................................................................................
#
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0e394
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c064
     0.01%  p2pd     p2pd               [.] runtime.casfrom_Gscanstatus
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976a6a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5c26e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec649
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0902e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f13200
     0.01%  p2pd     p2pd               [.] runtime.(*pageAlloc).findMappedAddr
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6358dd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990d2a7
     0.01%  p2pd     p2pd               [.] net/http.(*bodyEOFSignal).Close
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5e3d7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b133
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a6d22
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89943008
     0.01%  p2pd     p2pd               [.] runtime.(*limiterEvent).consume
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6eb8b4
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-yamux/v4.(*Session).sendLoop
     0.01%  p2pd     p2pd               [.] net.(*netFD).Read
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed965
     0.01%  p2pd     [igc]              [k] igc_update_stats
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d1ea
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899278ab
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899721b7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b10e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936d3b
     0.01%  p2pd     p2pd               [.] runtime.(*mheap).alloc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e963
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a069
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c604e0
     0.01%  p2pd     p2pd               [.] runtime.(*pallocBits).find
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec37
     0.01%  p2pd     p2pd               [.] golang.org/x/crypto/chacha20poly1305.chacha20Poly1305Open.abi0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89950c90
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b875b7
     0.01%  p2pd     p2pd               [.] runtime.getpid.abi0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f3ad
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb047
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f2a106
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a1ebf
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69fe57
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d204
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e2eb0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a81f0e0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995db0e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b09c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89926102
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a9a6
     0.01%  p2pd     p2pd               [.] syscall.sendto
     0.01%  p2pd     p2pd               [.] sync.(*RWMutex).Unlock
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635ed2
     0.01%  p2pd     p2pd               [.] github.com/multiformats/go-multiaddr/net.(*CodecMap).getAddrParser
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fa2700
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b093
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994c160
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7ca
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c64c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c00a00
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994309d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cebe8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a0a8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ca223b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec670
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c08f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93744b
     0.01%  p2pd     p2pd               [.] net/http.unwrapNopCloser
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995d127
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/transport/webtransport.IsWebtransportMultiaddr
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93792a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5eedc0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a885f22
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5f387d
     0.01%  p2pd     [nf_nat]           [k] nf_nat_ipv4_local_fn
     0.01%  p2pd     p2pd               [.] net.(*sysDialer).dialParallel
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0fa6b
     0.01%  p2pd     p2pd               [.] encoding/xml.(*Decoder).rawToken
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7afa8a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fc24
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a729b67
     0.01%  p2pd     p2pd               [.] runtime.procresize
     0.01%  p2pd     p2pd               [.] net/url.escape
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976929
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72a912
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff424b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdafe0
     0.01%  p2pd     [nvidia_uvm]       [k] 0x0000000000158a02
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a636998
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae639
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdad71
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae65d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8e77d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ca6b9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b0bb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae869
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899477d7
     0.01%  p2pd     p2pd               [.] runtime.evacuate_fast64
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93751e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0e960
     0.01%  p2pd     p2pd               [.] runtime.(*pageAlloc).find
     0.01%  p2pd     p2pd               [.] sync.(*Pool).Get
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73bacb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89927890
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89b53f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a14b0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79d99b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72beef
     0.01%  p2pd     p2pd               [.] net/http.Header.sortedKeyValues
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990a6a5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5df460
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae660
     0.01%  p2pd     [nvidia_uvm]       [k] 0x0000000000156ab8
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-netroute.(*router).RouteWithSrc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89951e50
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ea840
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86bd70
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60544
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a4661
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae799
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936427
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec640
     0.01%  p2pd     p2pd               [.] runtime.ifaceeq
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff421d
     0.01%  p2pd     p2pd               [.] io.WriteString
     0.01%  p2pd     p2pd               [.] runtime.adjusttimers
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ca23db
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89948e5a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72b989
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8e540
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c62914
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f2ffa2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976b4e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae8c8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dbb25
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8d65
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa00101
     0.01%  p2pd     p2pd               [.] runtime.netpollBreak
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73bb73
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a27cf
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89946810
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a739fce
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b210
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898cb8f2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1ccfa
     0.01%  p2pd     p2pd               [.] net/http.(*persistConn).roundTrip
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73f3ae
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a87da41
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899003d8
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/host/basic.(*BasicHost).background
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898ac129
     0.01%  p2pd     p2pd               [.] runtime.interhash
     0.01%  p2pd     p2pd               [.] type:.hash.go.opentelemetry.io/otel/internal/global.il
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec700
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb021e
     0.01%  p2pd     [nvidia_uvm]       [k] 0x0000000000158bec
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c43c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a090b3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb06ea
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990d1e0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5c322
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a3933
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e6dd9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25a00
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fee557
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a4386
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1c6b4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fe98
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd4221
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a937546
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8f4d0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1cb52
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899639b4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25d00
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff9217
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dc209
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae8e7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899003b3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8e884
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/net/connmgr.(*decayer).process
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998b480
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a06dfc
     0.01%  p2pd     [nvidia_uvm]       [k] 0x000000000014a7b2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ea11b0
     0.01%  p2pd     p2pd               [.] runtime.rand
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a319a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899cd579
     0.01%  p2pd     p2pd               [.] runtime.profilealloc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b040
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899467e1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a35b4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd5935
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dbd6b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d74c3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b321
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89951061
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a317b
     0.01%  p2pd     p2pd               [.] runtime.stackfree
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994c121
     0.01%  p2pd     p2pd               [.] net.SplitHostPort
     0.01%  p2pd     p2pd               [.] time.when
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89b595
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952aa5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89925f65
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998e960
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f372
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79dc30
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f331
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8984c400
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ca794
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86bebb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5ec10
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0501
     0.01%  p2pd     p2pd               [.] runtime.(*pageAlloc).free
     0.01%  p2pd     p2pd               [.] github.com/multiformats/go-multiaddr/net.(*CodecMap).FromNetAddr
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bc46
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff90a0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0b38
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1ca79
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a2075
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff4239
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e7fa0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72aa58
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72ac76
     0.01%  p2pd     p2pd               [.] net/netip.ParseAddr
     0.01%  p2pd     p2pd               [.] context.(*valueCtx).Value
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7df
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a743c2d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899640eb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7010d8
     0.01%  p2pd     p2pd               [.] runtime.forEachG
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0bc00
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f1f234
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c39c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b87580
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b87a4e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994a338
     0.01%  p2pd     p2pd               [.] runtime.slicebytetostring
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5f2400
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899119f7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c0bbef
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69fcb4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ea10c3
     0.01%  p2pd     p2pd               [.] runtime.newstack
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a740c62
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62ff6f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994c0d0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a8c4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9b700
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89c177
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964f2c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6ceb54
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa015a5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7afe4f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa011b2
     0.01%  p2pd     p2pd               [.] sync/atomic.StorePointer
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a047
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72be02
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6c6f20
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff4240
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a090d2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff423c
     0.01%  p2pd     p2pd               [.] net.parseIP
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995947b
     0.01%  p2pd     [nvidia_uvm]       [k] 0x00000000001664b1
     0.01%  p2pd     p2pd               [.] runtime.cgoSigtramp.abi0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89861d56
     0.01%  p2pd     p2pd               [.] io.(*nopCloserWriterTo).Close
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998e96a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f093
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5fb290
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899639a0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5e498
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae631
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9338b0
     0.01%  p2pd     p2pd               [.] reflect.(*rtype).Implements
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6474c9
     0.01%  p2pd     p2pd               [.] sort.partialInsertionSort
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e6765
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a63660a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff4247
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a4022
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a062e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635251
     0.01%  p2pd     p2pd               [.] runtime.putfull
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d69b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69f484
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91c4d2
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-netroute.(*router).Route
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb073c
     0.01%  p2pd     p2pd               [.] net.IP.Equal
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89974770
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b72908
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a854
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7e1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a4b49
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79dee2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8986403b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c0e9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b8733b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a616b0e
     0.01%  p2pd     p2pd               [.] runtime.sigtrampgo
     0.01%  p2pd     p2pd               [.] runtime.finishsweep_m
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ea1076
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae7e0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6e91ac
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898aca33
     0.01%  p2pd     p2pd               [.] net.setDefaultSockopts
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bc6116
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b6caa5
     0.01%  p2pd     p2pd               [.] runtime.convTstring
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b0d7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5f2290
     0.01%  p2pd     p2pd               [.] syscall.getsockname
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8868cd
     0.01%  p2pd     p2pd               [.] runtime.stackpoolfree
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e78b0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b87329
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec697
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60721
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fb29
     0.01%  p2pd     [sch_fq_codel]     [k] fq_codel_dequeue
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c619d0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8992620b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b6ca17
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990f461
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a49a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8e789
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ca20c3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bb0a
     0.01%  p2pd     p2pd               [.] runtime.entersyscall
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72be6d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c628fa
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1d700
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d49da
     0.01%  p2pd     [nvidia_uvm]       [k] 0x00000000001584de
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a38eb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997cecb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89863b94
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa000b6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a61bf14
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0d9ba
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d42230
     0.01%  p2pd     p2pd               [.] runtime.rawbyteslice
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964eee
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ca20ce
     0.01%  p2pd     p2pd               [.] runtime.pcdatavalue
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635b53
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fee47a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a936cc7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e8b0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c61a61
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91c61b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c61cf0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994c0f9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6099fd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb504
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79c3fc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899120b0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899467c3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff90bd
